Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Modal do Frete;Data frete;Documento;Série;Classificação;Volumes;Peso Taxado;Valor NF;Valor Frete;Frete Compra;Frete compra rodoviário;Frete compra aéreo;Manifesto;Manifesto entregas;Manifesto coletas;Manifesto coletas reversa;Manifesto transferências;Manifesto despachos;Manifesto retiradas;Agentes;Agente coleta;Agente entrega;Comissões;Imposto com Difal;Despesa Operacional;Imposto;Imposto com Complementares;Outros Impostos;Seguro;Total Despesas;Margem;% Margem;Tipo de frete;Documento Origem
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 21:27;68557/48274;"=""1""";;"=""60""";600,000;83.680,96;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 21:45;68558/48275;"=""1""";;"=""6""";100,000;43.725,68;2.104,00;0,00;0,00;0,00;1.557,57;1.557,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;252,48;0,00;252,48;336,64;84,16;0,00;1.894,21;209,79;9,97;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 21:54;68560/48277;"=""1""";;"=""4""";4,000;332.387,80;6.800,00;0,00;0,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.088,00;2.712,00;39,88;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 22:03;68559/48276;"=""1""";;"=""26""";18588,800;200.811,62;1.296,00;0,00;0,00;0,00;900,00;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;155,52;0,00;155,52;207,36;51,84;0,00;1.107,36;188,64;14,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 22:11;68561/48278;"=""1""";;"=""10""";100,000;200,00;1.296,00;0,00;0,00;0,00;320,00;320,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;155,52;0,00;155,52;207,36;51,84;0,00;527,36;768,64;59,31;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;04/02/2026 22:17;2351/3771;"=""2""";;"=""3""";3,000;250.684,95;7.200,00;0,00;0,00;0,00;5.005,50;5.005,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;6.157,50;1.042,50;14,48;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 22:44;68565/48281;"=""1""";;"=""14""";1934,890;46.232,54;1.620,00;0,00;0,00;0,00;1.005,73;1.005,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.264,93;355,07;21,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 22:57;68562/48279;"=""1""";;"=""19""";1890,000;18.743,62;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 23:13;68564/48280;"=""1""";;"=""31""";1704,720;88.697,10;1.836,00;0,00;0,00;0,00;1.312,48;1.312,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,32;0,00;220,32;293,76;73,44;0,00;1.606,24;229,76;12,51;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;HTS - TECNOLOGIA EM REVESTIMENTOS LTDA;Mogi das Cruzes;SP;Rodoviário;04/02/2026 23:37;68566/48282;"=""1""";;"=""10""";100,000;5.000,00;581,00;0,00;0,00;0,00;358,79;358,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,72;0,00;69,72;92,96;23,24;0,00;451,75;129,25;22,25;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 01:04;68596/48283;"=""1""";;"=""10""";6060,400;77.534,21;1.285,00;0,00;0,00;0,00;1.021,84;1.021,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;154,20;0,00;154,20;205,60;51,40;0,00;1.227,44;57,56;4,48;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 01:08;68568/48284;"=""1""";;"=""5""";48,800;2.146,00;550,00;0,00;0,00;0,00;470,49;470,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;0,00;66,00;88,00;22,00;0,00;558,49;-8,49;-1,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;05/02/2026 01:11;7168/48285;"=""2""";;"=""1""";4490,000;61.143,50;8.900,00;0,00;0,00;0,00;5.646,00;5.646,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.068,00;0,00;1.068,00;1.424,00;356,00;0,00;7.070,00;1.830,00;20,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;05/02/2026 01:41;68569/48286;"=""1""";;"=""26""";3545,880;35.313,20;1.620,00;0,00;0,00;0,00;1.045,50;1.045,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.304,70;315,30;19,46;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];PARAFUSOS LIPOS;Taubaté;SP;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;05/02/2026 02:11;2352/3772;"=""2""";;"=""6""";0,006;55.478,51;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;05/02/2026 02:46;68570/48287;"=""1""";;"=""1""";100,000;23.310,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;REZENDE;Indaiatuba;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 03:05;68571/48288;"=""1""";;"=""2""";200,000;1.966,96;640,00;0,00;0,00;0,00;450,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,80;0,00;76,80;102,40;25,60;0,00;552,40;87,60;13,69;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;Rodoviário;05/02/2026 03:44;68572/48289;"=""1""";;"=""1""";100,000;14,00;2.900,00;0,00;0,00;0,00;1.175,03;1.175,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;348,00;0,00;348,00;464,00;116,00;0,00;1.639,03;1.260,97;43,48;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 03:54;68573/48290;"=""1""";;"=""4""";1141,775;29.542,28;1.640,00;0,00;0,00;0,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;196,80;0,00;196,80;262,40;65,60;0,00;1.262,40;377,60;23,02;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;TOYOTA BOSHOKU DO BRASIL LTDA.;Sorocaba;SP;Rodoviário;05/02/2026 04:01;2891/48291;;;"=""1""";100,000;5.641,63;1.274,00;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;26,00;76,96;50,96;0,00;576,96;697,04;54,71;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 04:47;68574/48292;"=""1""";;"=""1""";100,000;3.168,80;550,00;0,00;0,00;0,00;470,49;470,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;0,00;66,00;88,00;22,00;0,00;558,49;-8,49;-1,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 04:57;68575/48293;"=""1""";;"=""25""";7794,412;154.387,72;3.500,00;0,00;0,00;0,00;1.612,61;1.612,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;2.172,61;1.327,39;37,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;05/02/2026 05:35;68576/48294;"=""1""";;"=""1""";100,000;138,00;3.500,00;0,00;0,00;0,00;1.350,00;1.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;1.910,00;1.590,00;45,43;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];IRMAOS PARASMO SA INDUSTRIA MECANICA;Taubaté;SP;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;05/02/2026 05:40;2355/3773;"=""2""";;"=""2""";0,002;15.204,25;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];CISER AUTOMOTIVE;Taubaté;SP;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;05/02/2026 05:42;2354/3774;"=""2""";;"=""2""";0,002;34.375,44;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GALVANOPLASTIA ANCHIETA LTDA;Diadema;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 05:46;68577/48295;"=""1""";;"=""1""";100,000;18.418,14;1.372,00;0,00;0,00;0,00;864,40;864,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;164,64;0,00;164,64;219,52;54,88;0,00;1.083,92;288,08;21,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 05:52;68578/48296;"=""1""";;"=""2""";200,000;436.109,48;3.626,00;0,00;0,00;0,00;2.708,96;2.708,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;435,12;0,00;435,12;580,16;145,04;0,00;3.289,12;336,88;9,29;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;05/02/2026 06:05;68579/48297;"=""1""";;"=""3""";11782,719;151.208,88;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;05/02/2026 06:25;7169/48298;"=""2""";;"=""28""";22300,100;187.440,38;6.800,00;0,00;0,00;0,00;3.306,90;3.306,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.394,90;2.405,10;35,37;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];FERRAMENTARIA AMERICA LATINA LTDA;Elias Fausto;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 06:44;68621/48299;"=""1""";;"=""30""";300,000;66.579,86;4.800,00;0,00;0,00;0,00;2.569,96;2.569,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;576,00;0,00;576,00;768,00;192,00;0,00;3.337,96;1.462,04;30,46;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;FERRAMENTARIA AMERICA LATINA LTDA;Elias Fausto;SP;Rodoviário;05/02/2026 07:02;68580/48300;"=""1""";;"=""3""";300,000;82.032,04;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];ICONIC LUBRIFICANTES S.A.;Osasco;SP;CAMPO LIMPO S.A [CLSA];Taubaté;SP;Rodoviário;05/02/2026 09:14;68581/48301;"=""1""";;"=""18""";540,000;535,86;1.890,32;0,00;0,00;0,00;288,47;288,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;226,84;0,00;226,84;302,45;75,61;0,00;590,92;1.299,40;68,74;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P2 [MB2];BOGE RUBBER & PLASTICS BRASIL S.A.;Sorocaba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 09:19;68582/48302;"=""1""";;"=""2""";200,000;81.858,49;1.894,00;0,00;0,00;0,00;1.529,50;1.529,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;227,28;0,00;227,28;303,04;75,76;0,00;1.832,54;61,46;3,24;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 09:38;7170/48303;"=""2""";;"=""32""";8200,000;154.278,79;4.628,00;0,00;0,00;0,00;4.249,99;4.249,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;555,36;0,00;555,36;740,48;185,12;0,00;4.990,47;-362,47;-7,83;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;OURO FINO QUIMICA S.A.;Uberaba;MG;Rodoviário;05/02/2026 09:54;68583/48304;"=""1""";;"=""368""";4048,000;84.855,18;3.258,98;0,00;0,00;0,00;1.993,98;1.993,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;391,08;0,00;391,08;521,44;130,36;0,00;2.515,42;743,56;22,82;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;OURO FINO QUIMICA S.A.;Uberaba;MG;Rodoviário;05/02/2026 09:57;68584/48305;"=""1""";;"=""368""";4048,000;84.855,18;3.258,98;0,00;0,00;0,00;1.993,98;1.993,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;391,08;0,00;391,08;521,44;130,36;0,00;2.515,42;743,56;22,82;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;EMAX LOGISTICA;Taubaté;SP;Rodoviário;05/02/2026 09:57;2892/48306;;;"=""15""";51,000;331.214,08;698,25;0,00;0,00;0,00;370,00;370,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,75;0,00;36,75;64,68;27,93;0,00;434,68;263,57;37,75;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;EMAX LOGISTICA;Taubaté;SP;Rodoviário;05/02/2026 10:50;2893/48307;;;"=""15""";51,000;331.214,08;884,45;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,55;0,00;46,55;81,93;35,38;0,00;81,94;802,51;90,74;Reentrega;2892/48306
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;05/02/2026 11:02;68585/48308;"=""1""";;"=""99""";99,000;99,00;2.104,00;0,00;0,00;0,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;252,48;0,00;252,48;336,64;84,16;0,00;1.336,64;767,36;36,47;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 11:37;68586/48309;"=""1""";;"=""32""";8000,000;176.147,76;2.646,00;0,00;0,00;0,00;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;317,52;0,00;317,52;423,36;105,84;0,00;1.423,36;1.222,64;46,21;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;05/02/2026 11:56;68587/48310;"=""1""";;"=""35""";4829,960;169.275,94;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;REZENDE;Indaiatuba;SP;Rodoviário;05/02/2026 11:59;68588/48311;"=""1""";;"=""5""";100,000;9.360,00;2.156,00;0,00;0,00;0,00;1.721,60;1.721,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;2.066,56;89,44;4,15;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 12:00;68589/48312;"=""1""";;"=""1""";36,000;1.405,63;550,00;0,00;0,00;0,00;470,49;470,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;0,00;66,00;88,00;22,00;0,00;558,49;-8,49;-1,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;ZF AUTOMOTIVE BRASIL LTDA.;Sorocaba;SP;Rodoviário;05/02/2026 12:13;68590/48313;"=""1""";;"=""5""";500,000;9.200,00;784,00;0,00;0,00;0,00;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,08;0,00;94,08;125,44;31,36;0,00;315,44;468,56;59,77;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;05/02/2026 12:28;68591/48314;"=""1""";;"=""5""";500,000;11.216,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;BOGE RUBBER & PLASTICS BRASIL S.A.;Sorocaba;SP;Rodoviário;05/02/2026 12:30;68592/48315;"=""1""";;"=""1""";500,000;20.202,20;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;05/02/2026 13:02;68593/48316;"=""1""";;"=""1""";500,000;9.202,98;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;PELZER TBT [PLZRTBT];Taubaté;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Taubaté;SP;Rodoviário;05/02/2026 13:10;2894/48317;;;"=""1""";1,000;1,00;3.000,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,00;0,00;150,00;270,00;120,00;0,00;670,00;2.330,00;77,67;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;05/02/2026 13:14;68594/48318;"=""1""";;"=""32""";1800,000;70.666,60;1.836,00;0,00;0,00;0,00;1.312,48;1.312,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,32;0,00;220,32;293,76;73,44;0,00;1.606,24;229,76;12,51;Normal;
ENTREGAMAX TAUBATE ;LATASA ITAQUA2 /0001-30;LATASA ITAQUA2 /0001-30;Itaquaquecetuba;SP;PROLIND ALUMINIO LTDA;São José dos Campos;SP;Rodoviário;05/02/2026 13:15;68595/48319;"=""1""";;"=""35""";23350,000;387.727,20;2.300,00;0,00;0,00;0,00;1.200,00;1.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;276,00;184,00;276,00;368,00;92,00;0,00;1.752,00;548,00;23,83;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;CAMPO LIMPO S.A [CLSA];Taubaté;SP;Rodoviário;05/02/2026 13:37;68597/48320;"=""1""";;"=""8""";2090,000;34.607,20;4.187,18;0,00;0,00;0,00;259,93;259,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;502,46;0,00;502,46;669,95;167,49;0,00;929,88;3.257,30;77,79;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;DOW BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;Jundiaí;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;05/02/2026 13:51;68598/48322;"=""1""";;"=""23474""";24849,470;524.194,77;6.423,95;0,00;0,00;0,00;14.219,45;14.219,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;449,68;0,00;449,68;706,64;256,96;0,00;14.926,09;-8.502,14;-132,35;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;PELZER TBT [PLZRTBT];Taubaté;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Taubaté;SP;Rodoviário;05/02/2026 13:59;2896/48321;;;"=""1""";1,000;1,00;3.000,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,00;0,00;150,00;270,00;120,00;0,00;670,00;2.330,00;77,67;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;BASF SA;Guaratinguetá;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;05/02/2026 14:06;68599/48323;"=""1""";;"=""4""";2539,600;49.275,00;5.913,29;0,00;0,00;0,00;1.453,22;1.453,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;413,93;0,00;413,93;650,46;236,53;0,00;2.103,68;3.809,61;64,42;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;CHEM-TREND INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;Valinhos;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;05/02/2026 14:13;68600/48324;"=""1""";;"=""12""";1845,600;48.840,00;5.912,82;0,00;0,00;0,00;1.056,10;1.056,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;413,90;0,00;413,90;650,41;236,51;0,00;1.706,51;4.206,31;71,14;Normal;
